id_base out_group_openness bundesland frau alter migrant schulabschl wohnort religiousness reli_group relig_comm hierarchie hh_income_i hh_size hat_kinder employment Care Fairness Authority Loyalty Purity Liberty authorit zeitungen internet fernsehen radiosender social_media f_online_rel_behavior f_online_intensity control soc_trust Greece Italie Poland Romania former_SU former_Yugo Spain_Portugal Syria Turkey Vietnam other NA NET_Europe deutsch s_east_europa other_mig
114 -1.0152553 12 0 5 0 4 2 1 7 1 4 27.5 2 0 5 6 6 5 2.5 3.5 4 3 6 6 6 6 4 1.8154476 5.6463804 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
115 -1.1074027 3 0 2 0 1 2 1 6 5 2 22.5 1 0 1 1 5.5 5.5 4 4.5 5 1 2 6 2 2 6 3.977262 5.2146044 4 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
116 -3.0064194 14 1 5 0 2 1 2 7 1 4 7.5 1 0 5 5 5 4 4 5 4 2 6 6 6 6 4 2.0153346 3.9715698 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
117 -1.9370456 10 0 3 0 3 1 2 7 1 9 32.5 2 0 1 6 6 4 2.5 5.5 4.5 2 6 6 6 6 1 1.4321764 4.3728666 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
118 -1.3481287 14 0 2 0 2 2 1 7 1 4 22.5 3 1 1 2 4.5 3.5 2.5 2 3.5 5 3 6 6 6 6 2.4860055 4.7685084 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
119 -.32299876 5 0 3 0 4 1 1 7 1 7 17.5 2 1 1 3 4 3.5 3.5 4 3.5 2 5 6 6 6 2 3.4955361 4.8967381 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
120 -.34303358 5 1 2 1 4 4 1 7 1 6 32.5 3 1 1 4 4 4.5 3.5 3.5 3.5 3 4 6 2 2 6 3.5729947 3.3953145 4 4 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0
121 -.073329404 5 1 4 0 2 1 5 7 1 5 17.5 3 1 8 4.5 4.5 3 2.5 3 4 3 3 6 6 2 1 2.1332045 3.7568288 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
122 .71087003 5 1 4 1 2 3 2 2 2 4 7.5 2 0 2 5 4.5 4 4 5 5 2 4 6 6 6 1 1.6957772 3.7063749 4 3 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0
123 1.352927 3 1 5 0 1 2 3 1 3 7 27.5 2 0 5 5 5.5 5.5 4.5 4.5 3.5 5 5 6 6 6 5 2.3332431 4.514617 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
124 -3.0064194 8 1 6 1 1 1 1 7 1 5 12.5 1 0 5 6 6 5 5 5 5 6 4 6 6 1 4 1.706764 3.3100243 2 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
125 -.43212086 1 1 3 0 5 1 1 7 1 5 22.5 2 0 5 5.5 5 5.5 4 5.5 4 3 6 6 6 6 5 2.2092812 4.4218335 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
126 1.1386117 12 0 4 0 4 2 1 7 1 6 32.5 1 1 1 4.5 5.5 2.5 5 3.5 5.5 1 5 6 6 6 6 4.5573058 4.7422676 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
127 1.9775878 8 1 4 0 3 4 1 7 1 6 27.5 2 0 8 6 6 3.5 3.5 6 4 3 6 6 6 5 6 5.0772381 5.0200214 3 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
128 -1.9842243 2 0 6 0 3 4 4 7 1 8 45 2 0 5 3.5 4 3 4.5 3 3.5 3 6 2 6 6 1 1.6958454 3.6236527 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
129 .060165904 5 0 3 0 2 2 1 7 1 5 7.5 1 0 10 4 4 4 4 4 3.5 1 2 6 6 2 6 2.9103093 3.8057957 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
130 -.080269516 3 0 3 0 2 1 4 2 2 6 12.5 1 0 1 6 6 5 6 2 5 5 1 6 6 5 6 3.9771938 5.2973266 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
131 -.25362858 5 1 2 1 1 3 5 8 5 6 7.5 2 1 8 4 4.5 4 4.5 4.5 3 5 1 5 6 5 5 3.0500164 2.9637983 3 3 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0
132 -.93497908 3 0 3 0 4 2 1 2 2 5 32.5 3 1 1 3.5 5 4 4 4 3.5 6 4 6 5 3 6 3.4081366 5.373313 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
133 -.84263539 5 1 5 0 3 1 1 7 1 4 22.5 1 0 2 4 4 2 3 3.5 3.5 1 4 6 6 6 2 1.2794141 4.1189752 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
134 .71629632 4 0 4 0 2 4 2 7 1 5 12.5 1 0 1 3 4 4.5 3 4 3.5 3 4 6 6 4 5 2.1659606 2.815944 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
135 -.21254829 13 0 4 1 2 2 5 1 3 3 6.1300507 1 0 4 4 4.5 4 4 3.5 4.5 3 4 5 6 6 6 2.8799074 3.4612398 4 3 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0
136 -.69374359 14 0 5 0 4 2 1 7 1 5 27.5 2 0 1 5 5 4 4 5 3.5 3 4 5 6 6 2 1.139707 4.9609728 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
137 .38301101 5 0 1 1 8 2 1 7 1 6 7.5 1 0 6 4.5 6 5.5 4.5 3.5 4.5 3 1 6 1 1 6 3.3697939 5.5788698 2 5 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1
138 .14249669 5 1 5 0 2 4 1 2 2 5 17.524237 1 0 2 6 5.5 4 5 5 3.5 2 4 5 6 6 5 3.2599959 4.7464356 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
139 -.34039849 5 1 1 1 4 2 5 1 3 5 12.5 2 0 1 4 4 3.5 4 3 3.5 3 3 5 6 6 6 3.2963386 2.9659171 4 3 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0
140 1.3530223 6 1 4 1 4 2 2 2 2 5 12.5 1 0 5 4.5 5 2 4 2.5 4.5 1 4 6 5 2 6 2.6940532 4.8934622 3 2 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0
141 1.0705234 3 0 5 1 2 2 3 2 2 5 27.5 4 1 5 5.5 5.5 3.5 4.5 4.5 4 1 4 6 6 6 4 1.2463223 5.805089 2 2 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0
142 .7411015 6 1 4 0 2 2 4 1 3 6 22.5 2 0 5 4.5 5.5 4 4.5 5.5 4.5 6 2 6 6 2 3 1.4604417 3.3079054 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
143 1.5176439 7 1 5 0 4 1 5 1 3 7 45 2 0 1 5.5 6 6 1.5 5.5 5 3 6 6 5 6 3 2.4339025 4.8857646 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
144 1.0812602 11 1 4 0 1 4 5 1 3 5 17.5 1 0 1 6 6 3.5 3.5 3 4.5 3 2 6 6 6 6 3.2853518 3.3622677 3 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
145 -.33196232 5 0 1 0 3 2 3 1 3 6 27.5 3 1 1 5 2.5 3 2.5 2 4 3 6 5 6 6 4 2.5522573 1.3135586 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
146 .45341653 8 1 4 0 4 3 5 1 3 6 32.5 4 0 2 5 5.5 6 5 5 3.5 6 6 6 5 6 6 3.3918986 4.2891064 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
147 -.55818671 5 0 5 0 4 2 2 2 2 6 32.5 2 0 5 4 4 3.5 3.5 4 5 2 6 5 6 4 6 2.4064102 4.8604155 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
148 -1.4285407 14 1 4 0 2 2 1 7 1 3 17.5 2 0 2 4 6 3 4 4.5 3.5 6 5 5 6 6 1 1.7450385 3.1871901 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
149 -.51605761 5 0 5 0 1 3 1 7 1 7 12.5 1 0 5 5 6 4.5 3.5 5 3.5 2 4 6 6 6 1 1.9029835 5.0043612 4 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
150 -.66020334 5 0 5 0 1 2 1 7 1 7 22.5 2 0 5 6 6 3 3.5 4.5 4.5 2 6 6 6 6 5 2.2506018 4.4527617 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
151 1.0172006 14 0 6 0 4 2 2 7 1 7 17.5 2 0 5 6 6 5 3 5.5 5 2 1 6 6 6 3 2.5655324 4.7593246 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
152 .72777927 9 1 1 1 2 1 1 3 4 8 27.5 5 1 3 5.5 5 5 3 5 5.5 5 2 6 3 2 6 3.8815653 4.05686 1 4 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0
153 .46877125 12 0 6 0 3 4 4 2 2 2 17.5 2 0 5 5 5.5 4 4.5 5 3.5 2 5 6 6 2 2 2.7676244 4.4113088 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
154 1.1079174 5 1 3 0 2 4 1 7 1 5 17.5 3 1 2 5.5 5.5 5.5 5.5 5 3 5 1 1 6 1 1 1.245966 3.620657 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
155 -.43176618 9 0 5 0 4 1 5 1 3 6 27.5 2 0 1 4.5 5 4 4 4.5 3 2 6 5 6 6 4 2.0043478 4.3679204 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
156 .30604246 5 0 4 1 5 4 1 7 1 7 22.5 1 0 1 5 4.5 4 1.5 4.5 5 1 4 6 6 6 6 3.4082048 5.2905908 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
157 .52448177 9 1 4 0 2 2 4 1 3 5 22.5 2 0 8 5.5 6 5 5.5 5.5 4 3 4 5 6 5 1 2.0042796 4.4506426 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
158 .036374927 5 0 3 0 4 4 1 7 1 6 27.5 1 1 1 5.5 5.5 2 4.5 2 5 1 2 6 3 1 1 1.0983864 4.9300447 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
159 2.1045561 5 1 4 0 1 2 6 1 3 6 45 3 0 2 6 6 4.5 5 4.5 6 6 1 4 6 4 6 4.6065674 4.2230825 3 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
160 -.96202916 5 1 4 0 1 3 2 2 2 6 12.5 2 0 4 3 3 3 3 3 3.5 6 1 4 6 4 2 2.6308951 5.4897904 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
161 -.91257 3 1 4 0 4 4 3 2 2 7 22.5 1 0 1 4.5 5 4.5 4.5 3 4 5 4 6 6 3 4 1.7197511 4.4886355 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
162 -1.6283962 14 1 5 0 2 1 1 7 1 8 17.5 1 0 5 6 5.5 5.5 5 5 5 3 1 4 6 6 2 1.5017624 3.3388333 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
163 -.70035684 3 1 3 1 3 4 3 6 5 8 17.5 3 0 2 5 5 5 4 5.5 3 3 3 6 5 4 5 1.8929062 4.1449566 3 2 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0
164 -.44922087 1 1 4 0 4 2 2 1 3 6 70 2 1 1 3.5 3 5 4 4 3.5 3 4 4 5 6 4 2.5765193 4.3629737 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
165 .060165904 5 1 2 0 4 3 6 1 3 7 17.5 3 1 8 5 5 5 5 4.5 4 3 5 5 5 5 5 2.3742757 2.2783904 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
166 -.43471757 16 1 2 0 3 1 1 7 1 7 45 5 1 1 4 5 5 5 5 5.5 5 6 6 6 6 5 1.7720586 4.1232128 2 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
167 .48905256 15 0 5 0 4 1 1 7 1 8 17.5 2 0 5 5 6 5 5.5 4 3.5 2 5 6 6 6 5 2.641814 5.1761622 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
168 -.3565447 3 1 1 0 3 2 1 1 3 7 37.5 1 1 7 5 5 5 5 4.5 4.5 3 4 6 5 6 6 2.7401321 4.3859596 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
169 -.43102005 14 0 5 0 1 1 1 7 1 5 22.5 2 1 1 3.5 5 4.5 4 5.5 5 3 4 5 5 6 3 1 5.8029699 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
170 -.040595096 13 1 1 0 2 2 2 2 2 6 22.5 2 0 5 4 3 4 5.5 4.5 4 2 1 1 6 1 6 3.6715174 2.3569446 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
171 .047132153 5 0 5 0 2 4 2 7 1 8 37.5 2 0 1 6 6 5 5 5 4.5 3 4 5 6 5 3 1.5910308 4.9342828 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
172 -.45101434 5 0 3 0 2 2 4 2 2 3 7.5 1 0 4 3 3 3 3 3 3.5 5 1 6 6 6 6 1.5910308 4.9342828 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
173 2.1045561 8 1 2 0 5 4 6 8 5 10 32.5 3 1 1 6 6 6 6 6 3.5 3 1 1 6 4 6 1.6985352 1.5929828 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
174 .27646905 16 1 2 0 2 2 1 7 1 5 22.5 2 0 1 4 6 4.5 5.5 3 4.5 3 3 6 6 6 6 3.1726646 5.1402884 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
175 -3.0064194 5 1 4 0 1 2 3 2 2 5 22.5 2 0 8 6 5 4.5 4 5 3.5 5 6 2 6 4 1 1.1889002 4.5245099 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
176 -.34877253 14 0 5 0 4 1 4 7 1 5 32.5 2 0 5 6 5 4 3.5 5 4 2 4 5 5 6 1 1.0983864 4.9300447 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
177 -.53087717 14 1 4 0 2 4 1 7 1 6 17.5 1 0 1 5 4.5 5.5 5 5.5 3.5 3 6 6 6 6 1 2.5874381 4.0493455 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
178 .58639324 11 1 5 0 2 4 2 7 1 7 12.5 1 0 2 5.5 5 4 4 4.5 3.5 3 2 2 6 2 1 1.419121 3.2769775 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
179 -1.4785937 13 1 4 0 3 4 1 7 1 4 27.5 3 1 8 6 5.5 5 2.5 5.5 4.5 3 3 4 6 6 6 2.3463666 5.5277839 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
180 -.58443087 7 1 1 1 3 2 1 7 1 4 12.5 4 0 3 5.5 5.5 3 3 2.5 6 2 6 6 1 5 6 2.3572171 5.2968779 3 3 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0
181 -.033184584 6 0 3 0 2 2 2 2 2 5 28.71615 3 1 1 4.5 6 3.5 2.5 6 5 6 2 5 6 2 6 3.2963386 2.9659171 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
182 1.0364367 1 1 3 0 3 1 1 7 1 7 22.5 1 0 1 5.5 5.5 2 2.5 2.5 4.5 2 3 2 6 6 1 1.522622 4.0500541 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
183 .35524097 9 0 6 0 2 2 3 2 2 6 27.5 2 0 5 5.5 5 3.5 3.5 4.5 5.5 3 6 6 6 5 6 3.263315 4.5693088 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
184 .3195464 10 0 6 0 2 2 3 2 2 7 27.5 2 0 5 5.5 6 4 4 4.5 3.5 3 6 5 6 6 2 2.1853073 3.6395729 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
185 .72738779 13 1 5 0 2 2 4 2 2 8 37.5 2 0 5 5.5 6 3 5 4.5 4 2 6 6 6 6 6 2.0726886 5.3348713 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
186 -.57343829 5 0 4 0 2 1 1 1 3 6 22.5 2 0 1 3 3.5 4 3.5 3.5 3.5 5 3 6 6 6 1 3.7256887 3.7319283 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
187 1.5443096 6 1 1 1 3 2 5 3 4 6 37.5 4 0 1 6 6 4.5 5 3.5 2 5 4 6 6 6 6 3.6543224 5.5408764 4 3 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0
188 -.24123727 9 1 4 0 2 1 1 1 3 6 22.5 3 0 2 5 6 5 5.5 3.5 4.5 1 2 5 6 2 5 2.830646 3.9804246 2 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
189 -1.3399786 5 1 2 0 3 3 3 2 2 8 12.5 2 0 4 6 6 4.5 4.5 5.5 4.5 5 4 6 6 2 4 1.9629591 4.4197149 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
190 .22466038 15 1 1 0 2 1 1 7 1 4 7.5 1 0 2 4.5 4 4 4.5 3.5 4.5 2 4 6 6 6 6 3.1596096 4.0443993 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
191 -1.0234119 3 1 4 0 2 2 5 7 1 3 4 1 0 4 5 5 3 2.5 2.5 4 5 2 6 6 3 6 2.3954916 5.1740437 5 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
192 -.15199761 8 0 4 0 3 2 2 1 3 5 17.5 1 0 1 3.5 4.5 4 4 4.5 4 2 5 5 6 6 1 1.3699279 3.7134402 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
193 -.63350916 14 0 1 0 2 2 1 6 5 6 24.927935 2 0 1 4 5 5 3.5 4.5 4.5 1 1 6 6 6 1 1.3286072 3.6825125 3 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
194 -.2878482 5 0 6 0 1 1 1 1 3 3 4 1 0 5 4.5 6 3 3.5 5 5 2 4 6 6 2 6 2.4426165 3.2453413 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
195 .3921077 12 1 3 0 2 2 1 7 1 5 17.5 2 0 2 5.5 5.5 4.5 4.5 5 4 3 6 6 6 6 1 1.6674435 4.8540583 6 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
196 -.39999685 5 1 1 0 3 4 2 1 3 2 22.5 2 0 7 5 5.5 1 3 2.5 4.5 1 2 6 5 2 6 2.888068 5.2610035 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
197 .32845297 3 1 1 1 2 1 2 2 2 5 12.5 1 0 1 5 5 5 3.5 4 5 2 1 4 2 1 6 3.4882169 1.9239416 4 6 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
198 -.52631277 16 1 3 0 2 1 1 7 1 6 32.5 3 0 1 6 6 6 4 4 4 2 5 6 6 6 6 4.0755801 4.4244013 2 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
199 1.2641864 9 1 5 0 3 4 4 2 2 6 22.5 4 1 5 6 6 5 5 5 4 2 6 6 6 5 4 2.0235636 5.688611 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
200 .79587603 5 0 2 0 4 4 3 8 5 7 22.5 1 0 1 5.5 5.5 4 3 4 5.5 3 2 6 2 2 6 3.4985139 5.1332226 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
201 1.0594815 7 1 3 1 4 4 5 1 3 8 37.5 3 1 1 6 6 5.5 5.5 3.5 3.5 5 6 6 6 4 6 4.0263867 4.8608642 2 2 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1
202 -1.6965324 5 1 3 0 1 4 1 1 3 6 27.5 2 0 5 3.5 6 6 4.5 6 3.5 1 2 6 6 6 1 1 5.8029699 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
203 -.61890656 5 1 1 0 4 2 1 2 2 6 12.5 2 0 1 3 2.5 6 2 4 3.5 3 2 3 5 6 6 2.6827099 3.1053805 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
204 .84037787 3 0 1 1 1 3 6 3 4 6 27.5 3 1 1 5 4.5 5 4.5 5 3.5 5 5 6 6 6 6 4.1582212 4.4862571 4 4 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0
205 -.35908094 14 1 6 0 4 2 4 7 1 6 22.5 2 0 5 4 6 5 4.5 6 2.5 3 2 5 6 5 1 2.6417458 5.2588844 5 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
206 .84389496 9 1 3 0 4 1 3 2 2 4 27.5 2 0 1 6 6 4 4.5 5.5 3.5 1 2 5 6 6 5 2.3411157 4.0472264 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
207 -.34149933 11 1 2 0 4 4 4 1 3 7 27.5 4 1 1 3.5 3.5 3.5 3 3.5 3.5 1 4 4 4 4 4 2.9978452 3.1637764 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
208 .36317009 5 1 1 0 4 4 3 7 1 6 12.5 2 0 8 5 5.5 3.5 4 1.5 5 2 4 6 4 6 6 4.0373735 4.4645138 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
209 2.1045561 6 0 6 0 1 1 5 2 2 6 17.5 2 1 5 6 6 6 6 6 3.5 5 6 6 6 6 6 2.4126391 5.0024948 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
210 1.082361 14 1 5 0 2 4 1 7 1 8 17.5 1 0 5 4.5 5.5 5 3 5.5 4.5 2 6 4 6 5 1 1.3620553 4.1808305 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
211 .95008224 8 1 6 0 2 2 3 2 2 8 32.5 2 0 5 5.5 6 3.5 5 5 3.5 5 6 6 6 6 6 2.4336298 5.2166538 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
212 -.36241376 5 1 1 0 3 3 4 1 3 7 12.5 5 0 1 4 4 4 4 3.5 3 5 5 4 5 1 6 4.0706019 2.6129551 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
213 1.1938589 5 0 5 0 2 4 4 7 1 6 32.5 2 0 5 6 5.5 5 5.5 5 4 2 6 5 6 5 1 1.2794141 4.1189752 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
214 -.29317772 11 1 4 0 4 4 3 7 1 6 27.5 5 1 8 6 6 5.5 5 4 3 2 5 6 6 6 6 2.9264107 5.0554471 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
215 -.43563795 2 0 3 1 3 4 1 7 1 6 22.5 2 0 1 4 4 3.5 3.5 3.5 4.5 5 6 6 6 4 5 3.2906027 4.8428249 2 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1
216 1.4771445 5 1 6 0 4 2 5 1 3 7 22.5 1 0 5 3 4.5 3.5 4 3 3.5 3 6 4 6 3 6 2.7162263 3.5209763 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
217 -.20145679 5 1 2 0 3 4 1 7 1 7 32.5 4 1 1 5 6 5.5 2.5 6 2.5 6 5 6 6 6 5 2.9756038 4.6189842 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
218 .19134384 3 0 4 0 2 1 6 2 2 5 37.5 2 0 1 6 6 6 3.5 6 3.5 5 4 6 6 6 4 1 5.8029699 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
219 -1.4079787 7 1 1 1 3 2 4 2 2 6 7.5 2 1 2 6 5.5 4.5 2.5 3.5 6 2 5 6 4 3 6 3.8705785 4.4532104 1 2 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0
220 -.56677532 5 0 2 0 4 2 4 1 3 6 22.5 4 1 1 3.5 4 4 4.5 4 4 1 4 4 5 5 5 3.5316739 3.3643866 5 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
221 .5620901 5 0 5 0 2 3 6 2 2 4 12.5 1 0 5 5 6 4 6 6 3.5 2 6 6 6 3 4 1.4112486 3.7443681 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
222 .29210484 11 0 4 0 2 4 1 7 1 7 17.5 1 0 1 5.5 5 5 4 4.5 4.5 3 5 5 6 6 1 1.1889002 4.5245099 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
223 1.0816149 1 0 5 0 3 1 3 2 2 7 32.5 2 0 5 5 5.5 5.5 5 5 3 3 6 5 6 6 6 3.857728 3.1091545 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
224 .88328165 5 1 5 0 1 1 1 2 2 8 17.5 1 0 5 4 5.5 4.5 5 4 5 6 4 2 6 5 2 1.6733159 2.8117061 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
225 2.1045561 5 0 3 0 4 3 4 2 2 7 45 2 0 1 3.5 4 3.5 3.5 3 4.5 2 4 6 3 6 6 3.5969005 4.2602978 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
226 .048183326 5 1 2 0 2 3 1 7 1 5 22.5 3 1 2 4.5 5.5 5.5 4 4 4.5 3 6 4 6 6 4 3.4381142 3.6161594 2 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
227 -.35957485 9 1 5 0 2 2 1 2 2 5 45 2 0 2 6 6 5 4 5 4.5 1 5 5 5 5 4 1 5.8029699 4 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
228 .61433679 9 1 1 0 4 1 1 7 1 1 37.5 2 0 1 4.5 5.5 5 4.5 3.5 4.5 2 2 6 1 1 6 1.870445 3.2502878 5 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
229 .86537385 5 0 5 0 1 4 1 2 2 4 22.5 1 0 5 2.5 6 3.5 3.5 5 4 1 4 6 6 5 4 2.3463666 5.5277839 3 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
230 .83420551 6 0 5 0 4 1 2 7 1 8 27.5 2 0 5 5 4.5 4 5 4.5 4 3 6 6 6 2 2 1.245966 3.620657 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
231 .71704245 12 1 5 1 2 2 1 7 1 4 12.5 1 0 5 4 5 2 4.5 4 5.5 1 6 6 6 2 2 1.419121 3.2769775 4 3 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0
232 -.9401474 5 1 1 0 3 4 3 1 3 5 4 1 0 7 3 3.5 3.5 3.5 3.5 4 1 5 5 4 4 6 3.7257569 3.6492062 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
233 .64019769 5 1 2 1 3 4 5 3 4 5 22.5 3 1 2 6 5.5 4 4 5.5 4 2 6 6 6 1 6 2.8197272 4.2940531 2 5 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0
